Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16
-115099.07872665867,-75167.77666423043,42407.60712714281,-3967.680510006012,-187500.02235174447,-7410.698522412601,-1119.0624378994034,-18779.399249482067,-21123.31493178784,-20351.30803004599,3118.1354067487014,-47552.352851909745,-24562.577851125938,26301.4094592821,187500.0,32595.88421534112
-123559.54927915923,-83623.01690852844,44193.71267482194,-3785.4690892063486,-187500.02235174447,-6006.80780491922,-1332.5663009364964,-16749.03383839534,-17265.716763224216,-16712.35462574418,259.77197405957867,-55533.80316898861,-20668.90396701145,19042.322819509845,187500.0,35632.27929261676
-118360.3323531547,-75656.34109453454,41734.93137776034,-2524.2272048267373,-187500.02235174447,-9241.999297380364,-427.2312435187392,-19255.156130213276,-20411.255408675126,-19562.15734030692,1875.3113598002626,-53551.98574685881,-23830.96055161483,25182.727001038435,187500.0,33672.00895214188
-124836.30327419082,-83242.67962487694,43522.57919580689,-4954.4876759633635,-187500.02235174447,-5977.258798749304,-1894.9808949209328,-17612.77229938177,-19314.164735575287,-18804.187334083002,2357.0361563010406,-50441.09230531363,-22724.862125499505,21741.78770086619,187500.0,33448.200934910885
-125187.67269702825,-81945.42908017982,42752.69570978829,-2809.1001879096257,-187500.02235174447,-8419.812729336349,-761.6580440590435,-18183.077059158928,-18439.116291894472,-17697.239541678377,435.300223267105,-57958.98979413388,-21836.31322816768,20889.582740018697,187500.0,35091.143559353775
-122315.42883103239,-78580.7539320891,41792.77769241067,-4444.823198893452,-187500.02235174447,-8178.2127235189355,-1460.6865001543165,-19505.361557645985,-21717.87133429901,-20974.228796270945,3727.466312344827,-48642.715649928534,-25138.962285394944,25899.949777120328,187500.0,31939.167611499743
-129176.5873642668,-86234.3041580086,43545.10975421784,-4416.503538668578,-187500.02235174447,-6785.095546853012,-1747.4370297714509,-17528.796795463182,-18055.202729130116,-17489.010690332736,975.6536454741533,-55768.89881716953,-21446.901136267323,18602.664006073956,187500.0,34786.89161382814
-122234.6496265709,-77330.73262342604,41074.23616340592,-3144.398706483687,-187500.02235174447,-10144.20511057438,-843.8007049322969,-20081.96950935954,-21169.00189745449,-20289.617215349343,2642.914967884418,-53214.653219539316,-24612.39988951682,24606.387270258343,187500.0,32897.29748932093
-126909.89695905411,-83878.07266450796,42781.37299792445,-5605.795157646556,-187500.02235174447,-6868.713422860315,-2339.1324089923396,-18518.71085389982,-20289.952491516175,-19586.341927807563,3265.254588753532,-49151.62016768696,-23691.329204002526,21247.59063095935,187500.0,32526.839676718675
-125824.96563493797,-81891.31550685353,42072.17449810201,-3481.8429925254577,-187500.02235174447,-9294.145917194595,-1240.4771137806313,-19039.953534597582,-19292.327081242453,-18443.877213463453,1289.382730648843,-56115.44026320461,-22677.476427254252,20235.436586789678,187500.0,34288.246546774695
-121289.3272983226,-77467.8829274038,40942.31616763069,-5144.522207322384,-187500.02235174447,-9201.497936427348,-1977.101204049731,-20505.15508713187,-22771.241995244265,-21832.826356032652,4549.697583877753,-46176.04418707421,-26145.93072485098,25331.075528988305,187500.0,30975.360390586902
-126900.10689498269,-84459.12861336811,42811.927832594854,-5113.430930785052,-187500.02235174447,-7673.823258140476,-2302.3637893633595,-18436.814062215577,-19079.314956583377,-18306.23517110767,1759.529323521772,-52616.18526174847,-22434.356502813876,17942.751102775466,187500.0,33866.51383239196
-118776.65594537926,-74865.82694838369,40381.55560273595,-3785.4020339729827,-187500.02235174447,-10973.298367655083,-1386.2775428625994,-20885.42531555001,-22123.66725488511,-21067.390867160662,3316.685952745194,-49769.578846642835,-25504.86034212832,23922.803869581687,187500.0,32057.229525712675
-122320.43562179037,-80705.04137337701,42029.728535381386,-6282.874200686718,-187500.02235174447,-7739.559738583534,-2840.996127247349,-19315.97522687617,-21268.73538121407,-20559.559233136086,3913.0751983016967,-45139.99612808182,-24504.820943453426,20749.526709261743,187500.0,31693.812512613837
