Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16
77031.10748900265,54893.448042088516,17353.022677066645,15261.234672216735,-17326.46880465374,-10137.521938982241,14017.829479912458,33416.59556825108,-187500.02235174447,-4042.4694469534693,10798.463022525671,-11572.794505690874,-8144.662755091519,4239.03068769344,-187500.02235174447,11342.236261634382
79366.17188050412,56173.420688321676,16671.652099091065,15241.63219232943,-17542.006676436267,-9252.616375996635,13677.032432202392,31484.577832767707,-187500.02235174447,-5113.6767999740605,9893.418537785834,-11923.515727939097,-8833.968202348733,3298.2681153140206,-187500.02235174447,15014.560820407965
72490.86469302949,49322.454550558876,16531.193736933918,15803.55504793585,-17016.65127475873,-9146.624403789569,12584.322701015795,32435.443393640926,-187500.02235174447,-3815.9568686433877,10895.223724272695,-12137.041942720645,-8227.3418578317,4270.300778186414,-187500.02235174447,11150.905329096953
81750.27599934053,59796.325540104575,17513.53055400021,14873.476609406069,-17716.484393654395,-10319.889821993092,14765.96471857604,32987.084446797904,-187500.02235174447,-4734.41240005641,10280.148420351556,-11353.166264673027,-8477.234360842032,3780.2834844927174,-187500.02235174447,13485.187409542492
73767.84220550564,49957.53466576751,16109.23750510663,15838.244955330487,-17122.91146789926,-8635.730580774616,12339.906375397013,31324.33817676761,-187500.02235174447,-4458.12248684436,10335.580746600717,-12504.795194243812,-8676.611921383372,3626.4587791512945,-187500.02235174447,13396.74155673284
76843.08461464461,54685.50976342079,17331.38618843391,15301.579570958564,-17318.645694094383,-10092.550229138164,13963.246519952598,33407.23018732431,-187500.02235174447,-4024.0739612667517,10819.652476269302,-11574.001499891461,-8141.309993423223,4292.60781915281,-187500.02235174447,11291.922484865485
79509.84889386284,56371.188923262234,16721.764710159863,15243.73325630823,-17531.99309492029,-9267.12265814813,13741.651325422685,31554.09175802371,-187500.02235174447,-5066.581674406729,9931.640020804409,-11855.052334672491,-8807.190812491275,3361.255331189076,-187500.02235174447,15013.331474462924
72408.29734901158,49226.878491267984,16505.48923081031,15797.877704844203,-17018.12648989278,-9131.46992104887,12553.700811112025,32400.351154846092,-187500.02235174447,-3825.7916362037226,10878.079936275475,-12164.512236656217,-8245.826750496239,4243.344574373314,-187500.02235174447,11191.429041794425
81668.26744893401,59743.24014702322,17526.382807062007,14874.102458250816,-17696.747803300357,-10329.948106997981,14778.21347453755,33045.69072075972,-187500.02235174447,-4727.4386557863545,10283.434126786486,-11368.119581713627,-8463.465686257565,3796.2873335227173,-187500.02235174447,13406.375158593079
73873.76712247934,50063.63839669686,16117.060615665987,15836.65798147416,-17109.947456115184,-8619.547917788974,12380.787716005769,31342.376034543042,-187500.02235174447,-4489.4149290817895,10313.340760867686,-12499.94486569701,-8659.736354319615,3600.642514305415,-187500.02235174447,13480.00180482886
