Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16
73674.76954159373,51864.18317129412,19491.52582782815,15719.624247506172,-13943.152301687278,-593.1482426104835,14131.532803956605,43595.892917620295,-187500.02235174447,-6239.5788716767875,17221.16973652479,-7954.561168499133,-5779.624674275479,5399.957942957633,-187500.02235174447,12574.15265728863
74281.15001692176,52435.94079446087,19309.604979706404,15669.444581204009,-13868.162199039722,-345.8038384680556,13877.41582124422,42939.578645179114,-187500.02235174447,-6386.809812403895,17085.5840546589,-7631.109074486384,-5988.501726210324,5319.871642574268,-187500.02235174447,14061.393029855852
72163.79161641498,49755.76546856946,19382.046983486056,15770.385059164175,-13766.238244323522,-361.22654214221745,13781.3033200864,43107.97668790539,-187500.02235174447,-6209.89575504014,17215.514745177596,-8319.252231031924,-5761.497409522225,5322.799721097913,-187500.02235174447,12463.958557123966
75183.02055394895,53831.539014761336,19474.694964253304,15665.130694524134,-14032.939259164246,-621.5573098131788,14188.462697084273,43567.21562948413,-187500.02235174447,-6324.291983162401,17154.338020603424,-7579.789469216999,-5882.777974936721,5416.11825419882,-187500.02235174447,13468.200083756457
72413.4382502363,49892.60284812485,19259.715886082162,15737.572698303784,-13726.876822337726,-228.09955216640859,13630.809024668817,42680.05254030854,-187500.02235174447,-6354.220968988057,17117.81527016345,-8166.455705935444,-5892.478632030325,5239.159493346155,-187500.02235174447,13411.337245862156
73635.47517484131,51805.53219384339,19475.454923564783,15704.559171743294,-13951.33304015792,-611.0072864302739,14103.548419898561,43568.15440275126,-187500.02235174447,-6230.392304705657,17210.217381741688,-7963.345404070068,-5787.425433090381,5402.126062169798,-187500.02235174447,12569.257625252918
74342.28203800703,52501.565516181654,19287.253235251097,15650.579708883728,-13892.726766196105,-365.4286700998152,13867.022260072501,42923.28422347119,-187500.02235174447,-6388.352082771312,17053.486949621078,-7653.594929408423,-6010.629953221078,5321.078636774854,-187500.02235174447,14052.16175939581
72148.6818371632,49701.07074988732,19367.831274012482,15759.365649147709,-13774.910721172182,-359.12547816341856,13772.027346137447,43076.43837647896,-187500.02235174447,-6257.102639329749,17213.905419576815,-8302.533126179353,-5777.009520174208,5292.535459105427,-187500.02235174447,12459.13058032162
75162.03226590542,53809.857822639686,19464.211996103764,15655.161816497066,-14038.795416211537,-626.519397082257,14191.033147696633,43555.25744620054,-187500.02235174447,-6324.224927929035,17144.39149432081,-7609.852565509387,-5898.468899544347,5404.718864526613,-187500.02235174447,13412.611295296108
72443.18842210632,49929.37146775383,19255.33494416892,15737.68445702606,-13721.37829320172,-213.88384269283327,13646.835225443272,42673.19055476076,-187500.02235174447,-6343.782704327429,17112.24968579408,-8153.5587493847315,-5895.697283231889,5248.167246361643,-187500.02235174447,13408.900905716528
73574.67842992287,51733.537224952845,19486.586092303525,15712.717558469483,-13935.597412061385,-596.8362804456092,14120.89337359588,43555.972702023115,-187500.02235174447,-6221.853938323729,17230.736283151662,-7971.839066963085,-5781.681034765367,5407.35637037234,-187500.02235174447,12520.731988040447
74391.43352406425,52601.50016564133,19291.947101586713,15640.700237834482,-13903.813231445936,-389.6132576004574,13906.808365202949,42935.71179338834,-187500.02235174447,-6377.556190199398,17066.942699783172,-7628.359809918382,-5983.874915108075,5354.6956604356365,-187500.02235174447,14035.509709776607
72127.51473516402,49670.49356347246,19352.609736038416,15744.769960018393,-13776.028308394947,-369.0273009571196,13783.337328831833,43052.700823867424,-187500.02235174447,-6238.997726320949,17194.861733300895,-8322.873213633682,-5789.258276135716,5305.700636589603,-187500.02235174447,12462.66215594556
75152.75629195647,53790.05417705228,19445.32477203903,15634.553508109273,-14046.909099448812,-641.8973972675083,14220.269229444175,43555.61507411183,-187500.02235174447,-6338.686506591619,17123.805537677472,-7625.36467616137,-5904.861498458565,5362.742288439547,-187500.02235174447,13378.323719301668
72473.25151839871,49978.41119508877,19237.162975926756,15728.87786971067,-13725.401607203676,-211.29104033601766,13671.243330388466,42668.87666808089,-187500.02235174447,-6341.7710473264515,17100.403261232765,-8155.190426729969,-5923.815777756665,5235.739676444492,-187500.02235174447,13436.013571740816
73522.37534789745,51676.294407402806,19467.60946126097,15710.124756112667,-13933.89867948278,-587.135623352006,14135.13143481391,43549.1777717087,-187500.02235174447,-6210.678066096076,17211.267913731088,-7986.3229973701245,-5783.670340021889,5396.336960355873,-187500.02235174447,12510.114909424175
74454.46544342821,52673.204561853956,19290.06955505247,15646.466987903952,-13900.348711055365,-378.2362196727061,13938.033752207013,42960.23165705582,-187500.02235174447,-6389.872001394272,17052.65993507623,-7623.598888349401,-6006.494880496845,5335.093180548332,-187500.02235174447,14037.029628399567
72113.70135709064,49634.88723455516,19347.334724346965,15750.313192643309,-13768.29460481341,-356.75619325115605,13796.569561549373,43047.582274387154,-187500.02235174447,-6223.3738569466905,17211.826707342472,-8306.489384947943,-5773.075613150074,5318.329372206852,-187500.02235174447,12476.855513674678
75127.94585561108,53765.51196164035,19443.447225504784,15634.799377298283,-14045.702105248227,-646.6583188364887,14240.654020387414,43574.502298176565,-187500.02235174447,-6318.68169530412,17123.20204057718,-7638.172225734262,-5908.326018849137,5420.610954834337,-187500.02235174447,13341.532747928233
72502.97933852427,50027.65208812381,19230.457452590163,15717.813756205293,-13713.108147753257,-215.1802438712411,13708.593095373286,42674.53165942808,-187500.02235174447,-6361.172361513658,17086.880455837305,-8153.402287173544,-5906.604934526078,5226.50840598445,-187500.02235174447,13448.32938293569
73465.40075128087,51580.13720275607,19460.926289668834,15699.77589842986,-13926.634362534805,-585.4368907734026,14164.434571794818,43543.254559428045,-187500.02235174447,-6217.942383044051,17199.3097304475,-8009.904087770473,-5773.3885375724485,5384.579942772382,-187500.02235174447,12472.318109550251
74507.97551965422,52742.830245832236,19282.984052060136,15635.112301720656,-13899.588751743884,-387.0875104770077,13980.435011438729,42986.562012024166,-187500.02235174447,-6391.101347339314,17048.27899316299,-7623.263612182572,-5999.677598437977,5325.370171710274,-187500.02235174447,14012.710930432193
72105.63237734228,49626.0135920064,19342.05971265551,15743.406503606619,-13756.515235485464,-355.23627462819513,13835.081617245867,43038.82039056068,-187500.02235174447,-6223.865595324707,17205.255294472612,-8308.255172759911,-5778.685901008356,5303.487813888528,-187500.02235174447,12489.66306324757
75120.34626249627,53745.73066779741,19439.580373714016,15618.124975934623,-14055.425114086285,-674.1733162609717,14281.647119718447,43564.30990270495,-187500.02235174447,-6342.866282804762,17116.407110262768,-7658.311147488493,-5924.486330090324,5376.108631623821,-187500.02235174447,13327.384093688022
72573.11911262502,50083.01735913961,19218.029882673014,15706.816697933282,-13737.918584098648,-238.85074124941127,13715.700950110073,42643.35097591293,-187500.02235174447,-6363.11696328127,17080.465505178632,-8133.576289841687,-5936.019830229263,5225.569632717327,-187500.02235174447,13500.900685894572
73448.30166677258,51526.49301606334,19457.08178962252,15696.825468161758,-13918.61008627535,-589.616666986545,14183.344147604008,43521.39455335076,-187500.02235174447,-6236.382572219679,17206.775213095574,-8018.040122752205,-5795.896744238943,5384.669349750203,-187500.02235174447,12491.160630126076
74590.07347703856,52825.665810783605,19300.686633668738,15636.76633081035,-13897.51003950954,-399.7609495831668,14067.383297369874,43006.835044245134,-187500.02235174447,-6371.8788471077505,17039.94179248116,-7618.122710957851,-5973.70487138091,5352.907520879212,-187500.02235174447,14048.697239005238
72127.58179039738,49597.96215271499,19337.187032364254,15738.355009359719,-13748.53566271492,-364.5122485771476,13920.331170598409,42996.150910395496,-187500.02235174447,-6250.6653369266205,17181.428334883254,-8329.779902670372,-5792.029892448175,5269.244941382997,-187500.02235174447,12551.108008755209
75117.61934967272,53729.324487367216,19454.310173310063,15626.61863882764,-14034.615639998394,-663.9138655559857,14394.456373984382,43580.76078662405,-187500.02235174447,-6322.459140117066,17130.064026124957,-7659.89812134482,-5917.199661397894,5370.58775074336,-187500.02235174447,13336.63771589252
72650.45614844038,50168.60218865898,19227.037635688503,15700.692319952526,-13727.346208971288,-225.3279358539505,13844.379942939275,42653.67748185128,-187500.02235174447,-6374.5834081868425,17059.007830501538,-8133.777455541785,-5937.4503418744025,5233.593908976783,-187500.02235174447,13570.995756506414
73412.36006168844,51445.71381160186,19455.964202399755,15691.215180303478,-13907.523621025519,-586.6662367184445,14268.25842478972,43506.10596014332,-187500.02235174447,-6219.015266777906,17203.623617127374,-8026.377323434034,-5785.726700511778,5368.933721653667,-187500.02235174447,12515.769900771369
74657.08400691558,52889.70355864806,19292.170619031265,15607.597304296174,-13919.302990353464,-437.49069422372514,14121.563925929539,43010.85835824709,-187500.02235174447,-6410.815585948895,17035.739664523564,-7613.384141133326,-6005.7796246742755,5293.831860283835,-187500.02235174447,14072.45714336123
72124.027863029,49568.27903607834,19334.661285240803,15746.44634085254,-13744.400589990688,-350.9223879483209,13906.070757635924,43011.79713151421,-187500.02235174447,-6247.37963049169,17175.035735969035,-8354.70209773804,-5785.413776089404,5268.574389049339,-187500.02235174447,12597.845506411257
75098.86623607473,53676.17203905249,19436.31701902354,15619.644894557583,-14050.150102394833,-683.1587175320051,14356.100780499075,43604.16306306876,-187500.02235174447,-6329.164663453658,17108.3381305144,-7678.204200053716,-5906.247306614793,5363.30108205093,-187500.02235174447,13330.35687570058
72690.5551779932,50202.64389546441,19212.844277959382,15695.283197794342,-13733.67175265214,-245.95859598619893,13797.821259238872,42668.18376400277,-187500.02235174447,-6377.444431477122,17053.03991473197,-8125.015571715305,-5937.360934896581,5184.330664197286,-187500.02235174447,13605.439794712043
73365.28728786556,51379.28442708069,19437.79223415759,15702.145183342122,-13905.735481469093,-569.3883382544922,14199.862086756479,43518.779399249484,-187500.02235174447,-6256.8344183962845,17187.306843675,-8051.299518501702,-5778.037700419152,5346.313756264896,-187500.02235174447,12494.960426683478
74697.11598123502,52954.47891407954,19301.82657263596,15638.152138966578,-13898.381757543297,-406.7793973421332,14073.798248028548,43070.738681642855,-187500.02235174447,-6377.936169855138,17047.630792573786,-7600.531888071524,-5988.211153532405,5334.62379391477,-187500.02235174447,14047.78081748257
72096.35640339332,49565.61917848816,19327.24050608164,15758.181006691577,-13724.552240914374,-317.21595730971785,13862.306041992431,43043.02251851827,-187500.02235174447,-6252.006441593939,17174.36518363538,-8342.36393479871,-5784.452651077825,5263.098211657788,-187500.02235174447,12581.595788192248
75029.70993873,53645.61720438209,19444.40835051636,15645.639973359106,-14023.372712537375,-651.0392607497288,14320.293285881673,43664.28925565354,-187500.02235174447,-6305.136538164204,17131.516889514554,-7674.739679663144,-5882.576809236623,5413.659562308737,-187500.02235174447,13247.610717727033
72710.33647183616,50255.97515773477,19224.46718507614,15722.105291140711,-13715.030397776414,-210.50872928008192,13764.852436167293,42730.72394498873,-187500.02235174447,-6363.429887703644,17069.04376376197,-8084.290693317735,-5929.694286548411,5216.405417490651,-187500.02235174447,13564.44669538101
73273.77924606553,51301.70152207631,19427.733949152702,15704.82739267676,-13897.107708109344,-563.5992364405676,14152.588147233504,43551.77057406552,-187500.02235174447,-6234.885005341173,17210.798527097526,-8019.3141721861575,-5779.982302186764,5332.0086398135,-187500.02235174447,12400.412547637528
74689.8740160315,53022.53997594595,19290.605996919396,15635.626391843129,-13922.298124110475,-417.59764165850186,14038.482491789162,43113.89990018605,-187500.02235174447,-6377.466783221577,17053.732818810084,-7594.8098414909655,-5994.4472902354355,5302.750206321502,-187500.02235174447,13938.99487721859
72029.16705956067,49517.205299997964,19304.464078481684,15742.892413484147,-13749.809712148872,-324.9943643801647,13805.107927931302,43023.77766654226,-187500.02235174447,-6281.57779950831,17180.44485812722,-8331.232766059968,-5803.764558287211,5247.429638794618,-187500.02235174447,12507.94679021201
74958.36317042865,53581.534753028725,19431.958428854756,15641.52725237933,-14036.91786967729,-653.8555805510975,14295.393442558461,43673.45347088021,-187500.02235174447,-6349.594157885809,17119.737520186605,-7684.440336756747,-5901.419329812447,5370.520695509994,-187500.02235174447,13147.184329889338
72697.64068098554,50299.11402453352,19213.157202381757,15712.002302646913,-13720.327761212322,-208.45236879019367,13756.738752930016,42742.21274163875,-187500.02235174447,-6394.588219474343,17075.391659187277,-8071.4384402559335,-5936.533920351734,5228.27419379642,-187500.02235174447,13545.201843404991
73137.70182582163,51164.73003205419,19432.539574210594,15722.552326029818,-13877.572283455407,-522.7625993207216,14132.069245823533,43563.34877769337,-187500.02235174447,-6252.498179971955,17209.010387541104,-8056.753344148797,-5774.439069561848,5353.153390068221,-187500.02235174447,12367.533131543772
74640.65547474092,53001.417577435685,19285.442743950218,15626.19395568299,-13924.37683634482,-412.5461474116025,14037.230794099665,43154.892999517084,-187500.02235174447,-6424.22663262208,17031.381074354777,-7611.55129808799,-5980.142173784038,5331.33808747984,-187500.02235174447,13924.108615411356
71916.64837797265,49406.966496344394,19287.029717806545,15738.086788426255,-13744.981735346526,-301.5920879354582,13779.984567163536,43047.26934996478,-187500.02235174447,-6310.523308577933,17127.694741212697,-8374.192818903068,-5813.286401425172,5268.842609982802,-187500.02235174447,12532.936040513045
74780.24211886432,53402.966666575274,19423.107138050455,15639.627354100629,-14035.800282454526,-634.1860454304273,14260.927052608378,43719.67687841378,-187500.02235174447,-6378.74083265553,17085.785220358994,-7729.501453578646,-5923.301687634193,5393.677102765692,-187500.02235174447,13129.638210491921
72596.27551988071,50219.56416601708,19199.477934775106,15711.085881124245,-13729.201403761079,-182.0326068440207,13725.200441503579,42782.915268291865,-187500.02235174447,-6438.732914773574,17020.518126549498,-8088.98455965335,-5980.835077862153,5227.0224961069225,-187500.02235174447,13572.739192573928
72963.20175685904,50997.896611439784,19411.484230933696,15705.430889777052,-13899.566399999429,-525.9141952889199,14099.346291940963,43569.36139695185,-187500.02235174447,-6278.582665751299,17144.97263967665,-8101.859164459606,-5816.795625304655,5370.028957131977,-187500.02235174447,12363.06278265271
74572.48265415223,52981.01043474799,19277.86550257987,15628.384426639608,-13946.61682207785,-412.5908509005131,14024.423244526773,43192.13100577963,-187500.02235174447,-6448.3218131449,16985.582349965855,-7621.1625482037725,-6054.48407584239,5311.512090147983,-187500.02235174447,13923.862746222347
71825.00622570589,49354.90928350798,19287.253235251097,15771.569701620307,-13734.901098597182,-262.6553490943133,13779.135200874234,43055.27127447978,-187500.02235174447,-6283.477697787011,17103.979540345616,-8359.887702451671,-5833.559433646135,5286.187563680121,-187500.02235174447,12571.24693050944
74704.87203656102,53367.02506149114,19431.556097454562,15668.125828281145,-14031.15111960782,-611.4319695749247,14278.964910383811,43732.52913147559,-187500.02235174447,-6311.4397301006,17079.01264178904,-7705.607438755923,-5931.46007436038,5423.337867657884,-187500.02235174447,13122.463300521767
72635.12285174405,50311.92157410641,19188.860856158837,15713.812793947793,-13752.938956372614,-185.38536851231677,13742.411284734164,42764.56448609406,-187500.02235174447,-6380.2160477895795,17000.334501306355,-8054.093486558615,-6000.594019960645,5273.782345507425,-187500.02235174447,13631.546632235842
72918.45356445952,50951.047355061455,19416.55807692505,15741.21603265,-13880.880341634793,-487.22332563678333,14102.944922798268,43568.64614112928,-187500.02235174447,-6231.5322436728775,17154.62859328134,-8067.862161143084,-5830.944279544864,5406.082320938387,-187500.02235174447,12385.660396297026
74640.90134392993,53086.06363368793,19298.786735390036,15657.754618853882,-13928.646019535783,-394.21771695825066,14069.819637515502,43226.23976781843,-187500.02235174447,-6383.658216435697,17002.480268774067,-7575.252065092572,-6037.7649709898205,5366.6091402303155,-187500.02235174447,13960.787828062515
71866.42400818158,49386.51465016778,19296.19393303322,15784.153733748644,-13717.734958855506,-251.45712512220445,13793.462669070086,43048.498695909824,-187500.02235174447,-6245.9714705910055,17110.372139259835,-8338.005344629926,-5843.014221550729,5306.348837178807,-187500.02235174447,12646.862882001744
74729.90599035096,53354.79865727409,19444.922440638835,15685.828409889747,-14015.236677555642,-599.4067310579695,14287.235055832274,43745.917826404315,-187500.02235174447,-6283.701215231564,17073.46940916412,-7706.389749811859,-5895.317303576148,5436.45834165315,-187500.02235174447,13138.6012600185
72736.75623378232,50424.08262778314,19225.3389031099,15745.082884440768,-13717.310275710855,-157.08806003189804,13764.137180344724,42794.113492263976,-187500.02235174447,-6367.475553450055,17007.196486854136,-8002.662122566953,-5980.052766806218,5267.166229148654,-187500.02235174447,13689.504705608453
72924.80145988482,50945.54882592545,19433.14307131089,15750.335544387764,-13858.014507057012,-483.3117703571046,14099.45805066324,43542.60635883884,-187500.02235174447,-6202.318513669791,17168.57608182145,-8066.185780308936,-5793.125127926484,5408.742178528569,-187500.02235174447,12410.22496345341
74714.37152795453,53182.64552147932,19329.095700871432,15685.359023256187,-13898.404109287752,-373.25178065917265,14071.853646260935,43240.544884269824,-187500.02235174447,-6339.424114158644,17019.534649793466,-7555.0684398494295,-6005.466700251902,5427.092960726376,-187500.02235174447,13950.036638979513
71905.49485748945,49404.999542832324,19322.859564168404,15791.954492563546,-13700.94879876957,-242.89640699582185,13810.82997451186,43017.541529839225,-187500.02235174447,-6222.971525546494,17140.05525589648,-8299.202716255513,-5800.657665807923,5299.084520230833,-187500.02235174447,12657.45760887356
74740.61247594506,53358.46434336476,19460.769827457647,15684.979043600446,-14005.804241395503,-610.1579201409722,14306.412852574927,43711.29497424304,-187500.02235174447,-6271.005424380949,17092.96013032915,-7709.80956671352,-5889.617608740045,5405.54587907146,-187500.02235174447,13090.522657695134
72842.81526122276,50532.24271920237,19235.866574748346,15755.051762467834,-13708.682502351106,-155.7469553645796,13795.787250493438,42767.671378573345,-187500.02235174447,-6343.156855482681,17025.480213818577,-7990.323959627624,-5976.565894671189,5276.486906586517,-187500.02235174447,13676.965376969025
72914.45260220201,50899.0124939695,19450.80094943058,15771.1226667312,-13844.245832472543,-459.9989008902194,14131.46574872324,43529.73175403258,-187500.02235174447,-6166.3769085856575,17200.561428136996,-8044.281070742735,-5779.1999911308285,5418.755760044546,-187500.02235174447,12349.227052834876
74799.911653985,53274.488839446174,19340.852718454924,15686.00722384539,-13912.932743183703,-385.92521976533175,14122.189774774288,43245.46226804999,-187500.02235174447,-6345.459085161578,17042.020504715503,-7532.023791316008,-5998.09062458165,5396.269905122507,-187500.02235174447,13883.517847480518
71933.30042759185,49430.88286291157,19314.276494297566,15798.525905433406,-13692.701005065563,-227.74192425512365,13812.998093724025,42996.352076095594,-187500.02235174447,-6200.440967135545,17156.975526449147,-8286.819849827272,-5801.417625119403,5323.336162964841,-187500.02235174447,12623.035922412388
