Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16
69710.28533104484,48956.06475544748,18844.420474102553,16010.129870191799,-13922.007551432556,-239.11896218287495,10792.584513733926,43157.61991234063,-187500.02235174447,-7129.5582806537495,20308.97382604764,-5930.767170282265,-5368.866666420301,5748.868673904976,-187500.02235174447,15144.782083604585
70054.36808518984,50109.16890015232,19519.130232230455,16084.717641439158,-13848.872643574792,-809.0660940487497,11936.949126356736,45231.213597203925,-187500.02235174447,-6686.434946827287,20572.59030015353,-6073.728927818409,-5150.8924544921465,6156.095106136216,-187500.02235174447,11580.461154039045
73378.22894790518,53198.67172225377,19395.659195859338,15820.095338832778,-14095.770012828114,-766.6201313281216,13099.01632058815,44458.022053005945,-187500.02235174447,-7154.793400143791,20433.29422870806,-4907.8172335406825,-5226.284888539897,5981.148002284527,-187500.02235174447,15860.484941063518
68089.22506442369,47598.24098327649,19000.748574822974,16167.19557847924,-13776.475343284053,-318.86998639941055,10282.51770526382,43822.15962674137,-187500.02235174447,-6775.193724059311,20416.776289555586,-6630.220309522189,-5295.66470332917,5918.339600365115,-187500.02235174447,12324.662485678493
73462.62913496842,53805.83450863773,19848.6843524795,15921.661665637694,-14009.447575741719,-1124.940946691149,13783.471439298564,45879.14596547437,-187500.02235174447,-6863.080783257578,20588.728259650263,-5206.1236150412105,-5085.334788004731,6187.32049314028,-187500.02235174447,13500.34189228319
69795.28901520837,49053.45130603926,18870.34849767071,16035.700265848669,-13880.008623601036,-208.09474087890877,10851.8613400294,43194.85791860318,-187500.02235174447,-7093.59432382516,20318.875648841342,-5891.629265741023,-5353.063983090399,5772.114488138496,-187500.02235174447,15221.515622319654
70056.782073591,50108.94538270777,19532.228354481264,16104.029548648543,-13829.538384620952,-789.7988903282751,11953.020030620102,45240.26605370832,-187500.02235174447,-6644.592481206952,20594.539713208644,-6052.628881052599,-5124.226823356966,6176.256379634903,-187500.02235174447,11618.481471357522
73485.47261780174,53323.84149120349,19423.42006247283,15847.208004857064,-14079.07325972,-761.76980278132,13181.538961117145,44519.80227468041,-187500.02235174447,-7115.096701991165,20457.72468539771,-4874.11080290208,-5208.694065653571,5999.923467626985,-187500.02235174447,15888.715194310571
68159.07426584653,47662.68106254114,19017.355920953265,16197.459840471727,-13770.328613558844,-304.6989804147459,10315.687694035494,43820.08091450702,-187500.02235174447,-6723.672953089828,20452.67319115081,-6583.013425232581,-5269.446107083096,5943.887644277531,-187500.02235174447,12400.211381937432
73497.74372550771,53838.378648564656,19877.36164061566,15957.335049788362,-13995.29892150151,-1122.973993179082,13795.563733048884,45881.89523004237,-187500.02235174447,-6825.954535717313,20629.40843455892,-5182.1178414962105,-5058.490342913908,6198.965752001495,-187500.02235174447,13488.249598532868
69929.31007496238,49175.53653425414,18905.68660565455,16052.821702101435,-13890.402184772753,-228.61364228888064,10895.559000439525,43178.183517239515,-187500.02235174447,-7064.782925222269,20369.770570966073,-5827.457407409836,-5317.614116384282,5787.224267390284,-187500.02235174447,15285.799239373118
70074.70817264417,50099.73646399218,19555.20594778132,16127.90121172681,-13817.960180993103,-791.9670095404398,11927.74020764115,45192.209803129415,-187500.02235174447,-6629.572108932985,20632.89530669395,-6040.514235557823,-5101.606857968194,6176.256379634903,-187500.02235174447,11613.29586664389
73587.55303472914,53409.94041084533,19472.28097585213,15853.71236249356,-14062.77883801208,-787.4743089049231,13229.729322162786,44533.05685914241,-187500.02235174447,-7112.459196145439,20507.949055188783,-4845.6570322104735,-5169.779678556881,5995.967208858396,-187500.02235174447,15872.24195864701
68223.35788289999,47686.418615152674,19046.90492712318,16212.837840656977,-13739.036171321413,-305.14601530385204,10333.56908959974,43803.69708582128,-187500.02235174447,-6749.131590024423,20492.191075347793,-6573.223361161156,-5242.5793102478165,5917.937268964919,-187500.02235174447,12446.07716155972
73531.3607491685,53829.773226949364,19904.384899662127,15958.385581777762,-13984.1006975294,-1138.5755108088865,13821.536460105952,45898.61433489494,-187500.02235174447,-6841.310184158109,20674.447199636365,-5181.69315835156,-5024.247470408377,6189.332150141257,-187500.02235174447,13463.95325230995
70064.1357975168,49269.81619236663,18946.299725329845,16057.56027192596,-13864.36240248232,-227.47370332165997,10970.750268787178,43219.46718924847,-187500.02235174447,-7089.59336156766,20408.75201329613,-5806.983209488775,-5291.172002693654,5767.934711925353,-187500.02235174447,15333.408455062921
70117.55646676499,50098.35065583595,19590.231131342785,16145.737903802146,-13779.805753207893,-773.2809511758031,11940.011315347114,45214.20391967343,-187500.02235174447,-6636.948184603237,20685.84658930857,-6032.869938954108,-5059.607930136673,6165.952225441007,-187500.02235174447,11620.314314402856
73727.34084455263,53532.1373977825,19520.38192991995,15876.734659282525,-14052.184111140265,-787.7648815828421,13263.167531867926,44569.13257469328,-187500.02235174447,-7102.333855907185,20574.89252983243,-4808.888412581493,-5123.668029745582,6008.707703197922,-187500.02235174447,15862.273080619942
68330.95918070784,47760.58170325538,19086.57927353135,16225.868907674421,-13728.91083108316,-310.26456478411734,10318.012275458846,43772.11407090593,-187500.02235174447,-6729.372647925931,20558.68751510233,-6525.882366404816,-5200.222754505009,5924.508681834779,-187500.02235174447,12479.783592198324
73607.49079078327,53888.71477707801,19943.254583269907,15975.529369774982,-13971.539017145518,-1145.7727725234954,13778.688165985128,45868.68534906928,-187500.02235174447,-6809.570707031573,20738.127319589534,-5151.853579503725,-4986.517725767819,6187.298141395824,-187500.02235174447,13413.013626696305
70234.8807734109,49431.575766989685,18974.485275087987,16063.170559784241,-13870.55383569644,-243.25403490710676,10957.540387814091,43179.97165679594,-187500.02235174447,-7072.069593914699,20464.05022907856,-5749.807447172099,-5262.584121535316,5763.687880478845,-187500.02235174447,15358.285946641678
70172.54175812504,50137.801484799566,19599.14947738045,16159.81950280899,-13786.06424165538,-772.0739569752166,11863.367183609866,45158.2575033018,-187500.02235174447,-6598.883163795849,20738.619057967553,-6008.372427031091,-5035.848025780681,6168.4332690755455,-187500.02235174447,11590.63119776621
73856.93625890449,53666.56078893671,19545.751159876723,15887.083516965333,-14046.909099448812,-787.1166809936382,13282.68060477741,44606.77291235601,-187500.02235174447,-7061.385460065063,20619.193687342846,-4771.471592363309,-5107.5747737377615,6017.4025317910355,-187500.02235174447,15825.862088902246
68415.06879509316,47831.74965760108,19088.747392743517,16226.606515241447,-13717.62320013323,-301.4803292131817,10316.447653346975,43771.644684272374,-187500.02235174447,-6702.192926668278,20589.711736406298,-6501.608371926352,-5183.794222330359,5927.325001636148,-187500.02235174447,12517.08865369423
73640.01257896573,53913.68167563459,19948.551946705815,15984.134791390275,-13962.62067110785,-1138.5531590644312,13784.410212565686,45895.88742207139,-187500.02235174447,-6779.4852589947295,20760.34495357811,-5153.664070804604,-4984.237847833378,6205.335999171258,-187500.02235174447,13382.302329814713
70350.55105096711,49543.848579388694,18995.85354278726,16076.246330290596,-13861.07669604739,-228.30071786650635,11025.981429336241,43228.36318354168,-187500.02235174447,-7038.989012120845,20487.430153778812,-5711.094225775508,-5249.9777376625225,5774.573180028579,-187500.02235174447,15403.794098352684
70190.31139496701,50129.754856795655,19605.899704205956,16166.34621218994,-13781.884465442237,-773.1691924535266,11859.63444228583,45138.83383737014,-187500.02235174447,-6578.431317619243,20749.884337173025,-6005.801976418731,-5032.405857134564,6165.326376596257,-187500.02235174447,11599.035453681405
73949.89716409412,53761.890979038595,19573.6684887014,15895.86775253627,-14050.798302984036,-822.991230844406,13304.63001783252,44596.49110990657,-187500.02235174447,-7051.483637271362,20638.304428852134,-4759.803981757639,-5095.527183476351,6014.027418378284,-187500.02235174447,15803.599751424761
68453.37968508956,47859.599931192395,19099.476230082062,16248.041838174087,-13726.541546170896,-291.824375608489,10265.351565522144,43705.63998289585,-187500.02235174447,-6691.844068985471,20609.761251182706,-6485.246894985068,-5178.1839344720765,5925.022771957251,-187500.02235174447,12545.38596217465
73628.50143057125,53903.69044586307,19967.506226003912,16000.630378798292,-13965.414639164763,-1140.6989265321406,13716.326798954822,45861.39868037685,-187500.02235174447,-6751.612633658962,20794.520770850275,-5138.554291552817,-4959.963853354914,6205.850089293729,-187500.02235174447,13323.4948901528
70430.65970309493,49629.276946696875,19004.57072312483,16079.196760558698,-13871.626719430295,-244.88571225234418,10983.84839103799,43183.994970797896,-187500.02235174447,-7032.305840528708,20509.133697644913,-5675.5996555804795,-5236.834911922802,5781.5469242986355,-187500.02235174447,15414.031197313214
